date,product_sku,price,store,is_promo_item,member_promo,quantity
12/12/2019,sku050,2959250.13,storeA019,FALSE,FALSE,17
12/31/2019,sku051,204387.01,storeA009,FALSE,TRUE,13
1/16/2020,sku021,3513396.7,storeA021,TRUE,TRUE,4
12/3/2019,sku022,4176365.92,storeA021,TRUE,TRUE,3
1/6/2020,sku023,2560676.44,storeA011,TRUE,,1
12/21/2019,sku024,4312153.41,storeA028,FALSE,FALSE,7
12/30/2019,sku025,4710943.63,storeA010,TRUE,TRUE,12
1/1/2020,sku026,1888002.85,storeA026,FALSE,TRUE,14
11/6/2019,sku027,4233247.54,storeA020,TRUE,TRUE,7
12/20/2019,sku028,751817.24,storeA018,FALSE,TRUE,13
12/9/2019,sku029,3067221.28,storeA015,TRUE,TRUE,20
1/7/2020,sku030,3846092.48,storeA002,FALSE,TRUE,12
12/25/2019,sku031,3456511.87,storeA007,TRUE,FALSE,3
12/22/2019,sku032,2402700.18,storeA020,TRUE,TRUE,13
1/1/2020,sku033,140966.7,storeA024,TRUE,FALSE,11
1/12/2020,sku034,2514515.49,storeA009,FALSE,TRUE,19
1/12/2020,sku035,701532.87,storeA016,FALSE,FALSE,18
1/18/2020,sku036,1806346.31,storeA006,TRUE,FALSE,9
11/26/2019,sku037,1459803.52,storeA011,TRUE,FALSE,13
11/28/2019,sku038,1022842.27,storeA009,TRUE,FALSE,2
1/20/2020,sku039,2678719.18,storeA015,TRUE,FALSE,8
11/17/2019,sku040,1787817.59,storeA006,TRUE,TRUE,13
12/4/2019,sku041,4108958.02,storeA014,TRUE,,1
1/18/2020,sku042,207347.17,storeA016,FALSE,FALSE,3
11/19/2019,sku043,989968.39,storeA027,FALSE,TRUE,10
12/20/2019,sku044,498126.18,storeA028,TRUE,TRUE,15
11/13/2019,sku045,4892484.35,storeA016,FALSE,FALSE,18
12/4/2019,sku046,2858214.47,storeA013,FALSE,TRUE,16
1/10/2020,sku047,3432191.56,storeA010,TRUE,FALSE,5
1/14/2020,sku048,130869.45,storeA027,FALSE,TRUE,15
11/18/2019,sku049,2058819.11,storeA022,TRUE,FALSE,9
1/10/2020,sku050,1067824.81,storeA028,FALSE,TRUE,2
1/11/2020,sku051,1720626.56,storeA012,FALSE,FALSE,14
11/28/2019,sku021,3982969.91,storeA011,TRUE,TRUE,20
,sku022,1755307.21,storeA002,TRUE,FALSE,13
11/28/2019,sku023,3192905.73,storeA026,FALSE,TRUE,15
11/16/2019,sku024,2899549.92,storeA023,FALSE,FALSE,20
,sku025,3044418.4,storeA013,FALSE,TRUE,16
1/7/2020,sku026,4553035.38,storeA015,TRUE,FALSE,3
12/1/2019,sku027,2981610.57,storeA025,TRUE,TRUE,3
11/15/2019,sku028,1946216.1,storeA026,FALSE,TRUE,12
12/23/2019,,,storeA010,TRUE,TRUE,17
11/12/2019,sku030,1292924.12,storeA004,FALSE,FALSE,6
11/2/2019,sku031,3892711.64,storeA016,FALSE,TRUE,10
1/15/2020,sku032,1026621.9,storeA010,TRUE,TRUE,9
12/25/2019,sku033,2327124.57,storeA005,TRUE,TRUE,7
11/12/2019,sku034,2227995.3,storeA012,TRUE,,13
12/8/2019,sku035,2764714.78,storeA028,TRUE,FALSE,6
12/21/2019,sku036,2932337.7,storeA003,TRUE,FALSE,5
11/22/2019,sku037,4351453.22,storeA028,TRUE,FALSE,5
12/14/2019,sku038,1675763.29,storeA022,FALSE,FALSE,18
11/17/2019,sku039,197708.13,storeA006,FALSE,FALSE,17
1/6/2020,sku040,481849.18,storeA019,TRUE,TRUE,9
11/6/2019,sku041,2793471.79,storeA014,FALSE,TRUE,15
11/6/2019,sku042,590467.47,storeA009,FALSE,FALSE,18
11/9/2019,sku043,2190200.66,storeA012,FALSE,TRUE,13
12/4/2019,,,storeA016,TRUE,TRUE,19
1/11/2020,sku045,1562628.96,storeA003,TRUE,FALSE,14
1/20/2020,sku046,945708.86,storeA014,TRUE,FALSE,15
12/22/2019,sku047,3005244.09,storeA024,TRUE,TRUE,8
12/1/2019,sku048,2039965.47,storeA015,FALSE,FALSE,8
11/13/2019,sku049,2176132.43,storeA026,FALSE,FALSE,11
11/20/2019,sku050,1014742.7,storeA013,FALSE,TRUE,16
11/20/2019,sku051,3898993.82,storeA011,FALSE,FALSE,9
1/9/2020,,,storeA028,TRUE,,20
11/23/2019,sku022,4579356.83,storeA022,TRUE,TRUE,5
11/14/2019,sku023,4296721.34,storeA017,FALSE,TRUE,19
11/27/2019,sku024,912456.25,storeA026,TRUE,FALSE,5
1/1/2020,sku025,1509760.72,storeA028,FALSE,FALSE,3
12/22/2019,sku026,688854.54,storeA021,TRUE,FALSE,2
11/23/2019,sku027,1219267.95,storeA027,FALSE,FALSE,17
11/26/2019,sku028,4383564.94,storeA010,TRUE,TRUE,5
12/21/2019,sku029,4264366.53,storeA004,TRUE,FALSE,4
11/1/2019,sku030,1689659.45,storeA005,TRUE,FALSE,11
12/25/2019,sku031,393104.96,storeA013,FALSE,FALSE,12
1/15/2020,sku032,279144.26,storeA013,TRUE,TRUE,20
12/9/2019,sku033,4637516.11,storeA024,TRUE,TRUE,2
1/26/2020,sku034,392298.88,storeA004,FALSE,TRUE,10
11/24/2019,sku035,4572139.43,storeA024,FALSE,FALSE,5
11/16/2019,sku036,4464893.82,storeA010,TRUE,TRUE,8
11/4/2019,sku037,3816928.17,storeA024,TRUE,FALSE,13
12/7/2019,sku038,2869875.38,storeA028,FALSE,TRUE,7
1/30/2020,sku039,3960488.74,storeA015,FALSE,TRUE,18
12/30/2019,sku040,1559675.58,storeA016,FALSE,FALSE,3
11/8/2019,sku041,3810141.79,storeA024,TRUE,FALSE,1
11/16/2019,sku042,3330348.56,storeA015,FALSE,FALSE,8
12/5/2019,sku043,4088560,storeA008,FALSE,FALSE,16
11/11/2019,sku044,3263830.02,storeA027,TRUE,TRUE,16
1/10/2020,sku045,3837051.27,storeA003,TRUE,FALSE,5
11/25/2019,sku046,2141684.15,storeA002,FALSE,FALSE,4
12/23/2019,sku047,4542841.23,storeA001,TRUE,FALSE,1
11/8/2019,sku048,2469338.1,storeA024,TRUE,FALSE,13
12/22/2019,sku049,2077025.57,storeA004,TRUE,FALSE,3
1/9/2020,sku050,1345711.96,storeA018,TRUE,FALSE,6
1/21/2020,sku051,2079981.69,storeA009,TRUE,TRUE,10
1/26/2020,sku021,2342853.91,storeA002,TRUE,TRUE,18
11/19/2019,sku022,3983269.29,storeA009,TRUE,FALSE,1
12/29/2019,sku023,3818784.27,storeA004,TRUE,FALSE,15
11/19/2019,sku024,145816,storeA004,TRUE,FALSE,3
11/12/2019,sku025,3726331.98,storeA009,TRUE,TRUE,7
12/24/2019,sku026,1546384.18,storeA010,FALSE,FALSE,19
12/16/2019,sku027,2388164.03,storeA022,FALSE,TRUE,17
11/16/2019,sku028,3682825.75,storeA006,FALSE,,7
1/18/2020,sku029,1405740.33,storeA005,TRUE,TRUE,12
1/17/2020,sku030,3776435.35,storeA022,TRUE,TRUE,11
12/23/2019,sku031,607611.41,storeA022,TRUE,FALSE,3
11/5/2019,sku032,2077528.45,storeA028,TRUE,FALSE,20
12/28/2019,,,storeA003,TRUE,FALSE,20
1/20/2020,sku034,3272245.82,storeA028,FALSE,,9
11/21/2019,sku035,1280547.4,storeA010,FALSE,FALSE,5
1/30/2020,sku036,4730834.12,storeA025,FALSE,TRUE,12
12/15/2019,sku037,2256347.37,storeA009,FALSE,FALSE,13
12/28/2019,sku038,3537537.49,storeA014,TRUE,TRUE,15
12/30/2019,sku039,1380557.96,storeA002,FALSE,FALSE,13
12/9/2019,sku040,253124.69,storeA020,TRUE,,9
1/17/2020,sku041,546746.27,storeA024,FALSE,FALSE,6
11/26/2019,sku042,655161.68,storeA017,FALSE,FALSE,13
1/18/2020,sku043,3269086.02,storeA027,TRUE,FALSE,18
11/23/2019,sku044,1797398.1,storeA014,FALSE,TRUE,1
1/22/2020,,,storeA017,FALSE,FALSE,8
12/10/2019,sku046,2486084.11,storeA016,FALSE,FALSE,16
12/21/2019,sku047,480745.99,storeA010,FALSE,TRUE,7
12/31/2019,sku048,2602691.19,storeA024,FALSE,TRUE,7
1/25/2020,,,storeA020,FALSE,FALSE,14
11/25/2019,sku050,826023.27,storeA028,TRUE,FALSE,4
11/24/2019,sku051,1412380.21,storeA020,FALSE,TRUE,4
11/24/2019,sku021,1804753.38,storeA012,FALSE,FALSE,15
11/13/2019,sku022,3855180.61,storeA003,FALSE,FALSE,6
11/11/2019,sku023,2376960.54,storeA012,FALSE,TRUE,6
12/2/2019,sku024,2842748.34,storeA006,FALSE,FALSE,15
12/26/2019,sku025,1644926.3,storeA006,TRUE,FALSE,2
12/12/2019,sku026,2185963.92,storeA020,FALSE,FALSE,2
11/10/2019,sku027,962115.07,storeA006,FALSE,FALSE,15
12/11/2019,,,storeA004,FALSE,TRUE,2
11/2/2019,sku029,516350.01,storeA020,TRUE,TRUE,8
,sku030,4061237.18,storeA025,TRUE,FALSE,4
1/30/2020,sku031,1188562.58,storeA026,FALSE,TRUE,17
12/23/2019,sku032,2830967.84,storeA022,FALSE,TRUE,11
1/28/2020,sku033,158385.56,storeA011,FALSE,FALSE,11
12/28/2019,sku034,2658947.11,storeA008,TRUE,FALSE,20
1/13/2020,sku035,2243257.99,storeA019,TRUE,TRUE,19
11/2/2019,sku036,476794.04,storeA019,TRUE,FALSE,19
1/1/2020,sku037,4233554.37,storeA025,FALSE,FALSE,15
11/1/2019,sku038,4030055.14,storeA023,FALSE,FALSE,4
,sku039,4246495.68,storeA026,TRUE,FALSE,14
1/20/2020,sku040,220444.18,storeA006,FALSE,FALSE,9
1/1/2020,sku041,2154336.91,storeA009,TRUE,FALSE,15
12/2/2019,sku042,4128677.23,storeA021,TRUE,TRUE,7
12/13/2019,sku043,1317089.11,storeA014,FALSE,,1
1/29/2020,sku044,4773516.34,storeA004,TRUE,TRUE,7
1/30/2020,sku045,3010122.51,storeA002,FALSE,FALSE,6
12/27/2019,sku046,3986240.21,storeA010,TRUE,FALSE,9
1/12/2020,sku047,1910369.47,,,FALSE,
1/19/2020,sku048,139431.99,storeA019,FALSE,FALSE,8
12/9/2019,sku049,1730452.02,storeA008,FALSE,TRUE,15
11/23/2019,sku050,678761.38,storeA021,TRUE,FALSE,13
1/1/2020,,,storeA010,FALSE,TRUE,12
1/30/2020,sku021,552307.85,storeA017,FALSE,TRUE,12
1/29/2020,sku022,3766656.63,storeA014,TRUE,,6
11/16/2019,sku023,2007676.54,storeA026,FALSE,TRUE,4
12/1/2019,sku024,4602488.77,storeA008,FALSE,TRUE,17
12/16/2019,sku025,3135228.34,storeA006,TRUE,TRUE,7
1/7/2020,sku026,2326131.55,storeA019,FALSE,FALSE,7
1/10/2020,sku027,4702774.89,storeA025,FALSE,FALSE,16
1/27/2020,sku028,2198195.21,storeA015,TRUE,TRUE,12
12/6/2019,sku029,2429927.29,storeA003,TRUE,TRUE,17
1/28/2020,sku030,1005103.69,storeA009,TRUE,FALSE,4
1/7/2020,sku031,2336803.17,storeA012,FALSE,TRUE,1
12/6/2019,sku032,2396462.67,storeA002,FALSE,FALSE,20
1/22/2020,sku033,2742582.7,storeA022,FALSE,FALSE,2
1/23/2020,sku034,3525386.76,storeA023,TRUE,TRUE,15
1/23/2020,sku035,1087263.43,storeA024,TRUE,TRUE,4
1/26/2020,sku036,3127687.77,storeA018,FALSE,TRUE,6
12/26/2019,sku037,853349.53,storeA023,FALSE,FALSE,12
12/13/2019,sku038,4462639.66,storeA001,FALSE,FALSE,8
12/28/2019,sku039,4496929.6,,,FALSE,
1/20/2020,sku040,2824565.69,storeA015,FALSE,TRUE,3
12/5/2019,sku041,2938914.5,storeA007,TRUE,FALSE,8
12/29/2019,sku042,373466.43,,,,
12/8/2019,sku043,2905814.81,storeA003,TRUE,FALSE,8
12/5/2019,sku044,2041189.17,storeA007,FALSE,TRUE,4
1/11/2020,sku045,4549573.77,storeA027,FALSE,FALSE,8
1/27/2020,sku046,726854.92,storeA026,TRUE,FALSE,13
12/3/2019,sku047,1704002.51,storeA004,FALSE,TRUE,2
12/24/2019,sku048,1129068.34,storeA005,TRUE,TRUE,16
1/12/2020,sku049,4254882.35,storeA025,TRUE,FALSE,9
1/19/2020,sku050,1718992.7,storeA012,TRUE,FALSE,19
12/1/2019,sku051,1524348.16,storeA027,FALSE,TRUE,4
11/22/2019,sku021,2927187.56,,,FALSE,
12/5/2019,sku022,1186902.49,storeA023,TRUE,TRUE,1
1/30/2020,sku023,557559.77,storeA023,TRUE,TRUE,15
1/9/2020,sku024,3933013.01,storeA023,TRUE,FALSE,14
12/11/2019,sku025,1504119.75,storeA015,FALSE,FALSE,12
11/10/2019,sku026,1786832.49,storeA024,FALSE,TRUE,14
1/17/2020,sku027,2801274.49,storeA015,TRUE,,18
1/29/2020,sku028,3917448.4,storeA027,TRUE,TRUE,12
1/19/2020,sku029,3983414.84,storeA025,FALSE,FALSE,16
12/6/2019,sku030,3650195.11,,,FALSE,
1/13/2020,sku031,3665472.95,storeA015,TRUE,FALSE,20
1/19/2020,sku032,4386486.03,storeA025,TRUE,TRUE,1
11/4/2019,sku033,156835.76,storeA026,FALSE,FALSE,16
11/13/2019,sku034,4998446.29,storeA022,FALSE,FALSE,11
1/21/2020,sku035,350969.66,storeA014,FALSE,FALSE,17
11/18/2019,sku036,4980879.06,storeA023,FALSE,TRUE,5
12/20/2019,sku037,2144418.75,storeA018,TRUE,FALSE,1
12/26/2019,sku038,2472542.34,storeA012,TRUE,,4
11/13/2019,sku039,156864.45,storeA024,FALSE,TRUE,9
12/21/2019,sku040,2659821.44,storeA021,FALSE,FALSE,16
11/25/2019,sku041,2813310.23,storeA025,FALSE,TRUE,9
11/17/2019,sku042,1655755.89,storeA004,FALSE,FALSE,16
1/25/2020,sku043,925376.09,storeA015,FALSE,TRUE,20
11/3/2019,sku044,4314430.14,storeA004,FALSE,FALSE,14
11/2/2019,sku045,4920103.55,storeA007,TRUE,FALSE,15
1/21/2020,sku046,3528356.57,storeA012,FALSE,TRUE,12
11/27/2019,sku047,2915434.72,storeA025,FALSE,,7
,sku048,4560726.02,storeA003,TRUE,TRUE,5
11/20/2019,sku049,726294.34,storeA016,FALSE,FALSE,11
1/14/2020,sku050,1004602.3,storeA009,FALSE,TRUE,17
12/15/2019,sku051,610700.75,storeA001,FALSE,TRUE,4
1/23/2020,sku021,3488857.33,storeA011,TRUE,FALSE,19
12/19/2019,sku022,727117.28,storeA013,TRUE,FALSE,20
1/14/2020,sku023,2100429.96,storeA007,FALSE,TRUE,5
11/28/2019,sku024,4739582.63,storeA003,TRUE,FALSE,15
12/19/2019,sku025,2851894.09,storeA016,TRUE,FALSE,12
1/19/2020,sku026,2761610.34,storeA011,TRUE,TRUE,3
11/14/2019,sku027,3328326.17,storeA005,TRUE,TRUE,4
11/16/2019,sku028,2411580.3,storeA014,FALSE,TRUE,19
12/8/2019,sku029,2102530.77,storeA005,FALSE,TRUE,2
12/26/2019,sku030,1811831.89,storeA023,TRUE,FALSE,7
1/30/2020,sku031,2374590.9,storeA013,TRUE,FALSE,15
11/2/2019,sku032,4492002.84,storeA016,TRUE,FALSE,10
12/20/2019,sku033,2820307.6,storeA003,TRUE,TRUE,16
12/4/2019,sku034,557081.14,storeA024,TRUE,TRUE,20
12/19/2019,sku035,1039557.87,,,TRUE,
1/11/2020,sku036,519779.97,storeA013,TRUE,TRUE,10
12/17/2019,,,storeA026,FALSE,FALSE,10
12/17/2019,sku038,1278611.34,storeA003,TRUE,FALSE,8
12/22/2019,sku039,220687.23,storeA019,TRUE,TRUE,11
11/4/2019,sku040,263226.01,storeA015,TRUE,TRUE,9
11/29/2019,,,storeA004,TRUE,FALSE,6
12/7/2019,sku042,4740489.95,storeA026,FALSE,,14
1/24/2020,sku043,4872226.82,storeA001,FALSE,TRUE,19
12/13/2019,sku044,1140642.55,storeA025,FALSE,FALSE,12
12/30/2019,sku045,3037786.5,storeA021,FALSE,TRUE,16
12/14/2019,sku046,1281789.05,storeA006,TRUE,FALSE,19
11/24/2019,sku047,637912.93,storeA003,TRUE,FALSE,6
12/10/2019,sku048,4890271.26,storeA011,FALSE,TRUE,1
12/5/2019,sku049,1339368.63,storeA015,TRUE,TRUE,1
12/12/2019,sku050,3751217.81,storeA019,TRUE,FALSE,10
,sku051,4217608.07,storeA019,FALSE,FALSE,9
1/15/2020,sku021,724526.54,storeA024,TRUE,FALSE,14
1/8/2020,sku022,1408390.48,storeA019,FALSE,FALSE,8
1/6/2020,sku023,2934513.21,storeA009,TRUE,TRUE,7
1/18/2020,sku024,807164.52,storeA017,TRUE,TRUE,1
12/2/2019,sku025,4469141.78,storeA026,TRUE,TRUE,12
1/3/2020,sku026,392693.08,storeA006,TRUE,TRUE,5
12/27/2019,sku027,1612369.64,storeA018,FALSE,TRUE,14
11/21/2019,sku028,2299247.92,storeA011,TRUE,FALSE,10
1/23/2020,sku029,1485030.67,storeA017,FALSE,FALSE,13
12/24/2019,sku030,398151.08,storeA021,FALSE,FALSE,8
11/3/2019,,,storeA009,TRUE,FALSE,19
11/28/2019,sku032,2358860.28,storeA023,TRUE,FALSE,15
11/21/2019,sku033,3498722.24,storeA019,FALSE,TRUE,8
11/4/2019,sku034,3327903.54,storeA013,TRUE,FALSE,3
12/3/2019,sku035,2907233.33,storeA012,TRUE,FALSE,18
12/22/2019,sku036,3175693.73,storeA021,FALSE,TRUE,11
1/19/2020,sku037,2611084.4,storeA003,FALSE,FALSE,14
12/5/2019,sku038,757810.14,storeA004,FALSE,FALSE,5
12/5/2019,sku039,3029648.2,storeA008,TRUE,FALSE,14
12/7/2019,sku040,2588841.41,storeA024,FALSE,FALSE,14
11/25/2019,sku041,1390244.46,storeA023,FALSE,FALSE,8
12/27/2019,sku042,462249.13,storeA020,FALSE,FALSE,1
11/27/2019,sku043,2739251.21,storeA012,FALSE,FALSE,12
11/1/2019,sku044,3478532.82,storeA028,FALSE,TRUE,6
1/24/2020,sku045,3796534.68,storeA018,FALSE,TRUE,3
1/16/2020,sku046,2314696.65,storeA016,TRUE,TRUE,3
12/3/2019,sku047,4799135.04,storeA013,FALSE,FALSE,15
11/11/2019,sku048,1760812.59,storeA007,TRUE,TRUE,8
12/23/2019,sku049,4336141.67,storeA027,TRUE,TRUE,14
12/14/2019,sku050,4577292.11,storeA014,FALSE,TRUE,10
1/11/2020,sku051,3275090.72,storeA004,FALSE,FALSE,13
1/23/2020,sku021,639220.36,storeA005,FALSE,TRUE,10
1/30/2020,sku022,2261746.36,storeA023,FALSE,TRUE,20
1/21/2020,sku023,939634.46,storeA023,FALSE,TRUE,5
1/10/2020,sku024,4692662.2,storeA005,TRUE,FALSE,7
1/27/2020,sku025,1774348.2,storeA005,TRUE,TRUE,5
1/17/2020,,,storeA004,TRUE,TRUE,11
12/21/2019,sku027,1664341.71,storeA009,TRUE,FALSE,14
1/30/2020,sku028,3259500.43,storeA027,FALSE,TRUE,18
1/24/2020,sku029,3897663.83,storeA027,TRUE,TRUE,3
12/17/2019,sku030,3218738.75,storeA002,FALSE,FALSE,13
1/27/2020,sku031,2989134.26,storeA025,FALSE,TRUE,4
12/6/2019,sku032,1560595.82,storeA004,TRUE,FALSE,20
11/21/2019,sku033,3974969.35,storeA023,FALSE,,9
,sku034,2990630.5,storeA011,FALSE,TRUE,3
11/13/2019,sku035,1612693.39,storeA025,FALSE,TRUE,15
11/2/2019,sku036,3567504.84,storeA026,TRUE,TRUE,5
11/4/2019,sku037,598160.76,storeA019,TRUE,TRUE,13
,sku038,860201.24,storeA025,FALSE,FALSE,5
11/14/2019,sku039,1059522.87,storeA024,TRUE,FALSE,3
12/2/2019,sku040,3187698.93,storeA014,FALSE,FALSE,19
1/21/2020,sku041,3994275.92,storeA003,TRUE,FALSE,11
1/16/2020,sku042,3740104.75,storeA006,TRUE,FALSE,10
1/6/2020,sku043,1941784.1,storeA024,TRUE,FALSE,12
11/24/2019,sku044,2309617.09,storeA002,FALSE,TRUE,20
11/28/2019,sku045,4509927.29,storeA009,FALSE,TRUE,17
11/28/2019,sku046,589352.07,storeA004,FALSE,FALSE,11
11/18/2019,sku047,3782145.14,storeA009,FALSE,TRUE,3
12/6/2019,sku048,4847634.15,storeA016,FALSE,TRUE,10
11/16/2019,sku049,1893536.85,storeA012,FALSE,FALSE,17
12/12/2019,sku050,2686400.75,storeA013,FALSE,TRUE,3
11/21/2019,,,storeA017,FALSE,TRUE,16
12/10/2019,sku021,3648824.14,storeA005,TRUE,TRUE,11
1/14/2020,sku022,2768584.99,storeA004,FALSE,FALSE,6
1/7/2020,sku023,4080114.57,storeA028,FALSE,TRUE,11
12/6/2019,,,storeA015,FALSE,FALSE,13
12/24/2019,sku025,1014901.62,storeA003,FALSE,FALSE,18
11/19/2019,sku026,1807260.81,storeA001,TRUE,TRUE,3
11/12/2019,sku027,1647125.91,storeA006,FALSE,TRUE,20
11/28/2019,sku028,633531.46,storeA020,TRUE,TRUE,2
12/2/2019,,,storeA019,TRUE,FALSE,10
11/2/2019,sku030,4213862.45,storeA017,TRUE,FALSE,18
11/10/2019,,,storeA013,TRUE,TRUE,7
11/24/2019,sku032,2225903.14,storeA015,TRUE,FALSE,13
12/17/2019,sku033,2518984.34,storeA001,TRUE,TRUE,9
1/28/2020,sku034,139326.25,storeA022,TRUE,TRUE,14
1/27/2020,sku035,4122143.81,storeA016,TRUE,FALSE,2
12/26/2019,sku036,3985938.23,storeA008,TRUE,TRUE,1
1/21/2020,sku037,600190.93,,,FALSE,
1/24/2020,sku038,1097693,storeA006,FALSE,,8
1/12/2020,sku039,3853634.17,storeA005,TRUE,,18
12/28/2019,,,storeA001,FALSE,FALSE,15
11/9/2019,sku041,3120276.58,storeA008,FALSE,FALSE,16
11/25/2019,,,storeA004,TRUE,FALSE,14
11/26/2019,sku043,4110195.43,storeA012,FALSE,FALSE,9
12/9/2019,sku044,1656806.78,storeA026,TRUE,FALSE,1
1/24/2020,sku045,3263561.55,storeA008,FALSE,TRUE,11
11/18/2019,sku046,2106240.28,storeA028,TRUE,FALSE,19
12/31/2019,sku047,1787678.29,storeA007,FALSE,FALSE,13
1/4/2020,sku048,2773222.65,storeA011,TRUE,TRUE,20
1/30/2020,sku049,4187067.77,storeA004,TRUE,TRUE,11
12/27/2019,sku050,1494654.8,storeA014,FALSE,TRUE,14
1/16/2020,sku051,1103201.99,storeA002,FALSE,FALSE,11
12/13/2019,sku021,2971570.33,storeA021,FALSE,FALSE,16
11/5/2019,sku022,1427562.72,storeA020,FALSE,TRUE,20
12/16/2019,sku023,1180002.83,storeA012,FALSE,TRUE,3
12/30/2019,sku024,3599234.15,storeA024,FALSE,TRUE,17
11/20/2019,sku025,2565971.33,storeA018,TRUE,FALSE,11
12/18/2019,sku026,4232305.2,storeA005,TRUE,TRUE,20
12/5/2019,sku027,1426799.1,storeA020,TRUE,TRUE,9
11/27/2019,sku028,4351506.8,storeA013,TRUE,FALSE,10
11/3/2019,sku029,1475019.04,storeA004,TRUE,FALSE,6
11/25/2019,sku030,510057.08,storeA002,FALSE,TRUE,3
,sku031,3629881.67,storeA018,TRUE,FALSE,6
12/10/2019,sku032,3841231.71,storeA026,FALSE,FALSE,10
12/28/2019,sku033,4219562.03,storeA006,FALSE,FALSE,18
11/7/2019,sku034,4809794.77,storeA014,TRUE,FALSE,19
11/1/2019,sku035,3487469.46,storeA015,TRUE,FALSE,10
1/16/2020,sku036,4561166.32,storeA005,TRUE,FALSE,3
1/23/2020,sku037,1387965.56,storeA010,TRUE,TRUE,10
11/3/2019,sku038,139594.78,storeA016,FALSE,FALSE,3
11/17/2019,sku039,4831531.07,storeA001,FALSE,FALSE,1
12/21/2019,,,storeA010,FALSE,TRUE,17
11/5/2019,sku041,490035.88,storeA006,TRUE,FALSE,11
